filename,graph_type,n,density,seed,runtime_s,peak_memory_kb
degenerate_n34_p100_seed2.json,degenerate,34,1.0,2,5.298787666999998,933.744140625
degenerate_n34_p100_seed3.json,degenerate,34,1.0,3,163.35950745899996,2118.5478515625
degenerate_n34_p100_seed4.json,degenerate,34,1.0,4,0.3893359680000003,618.453125
degenerate_n34_p100_seed5.json,degenerate,34,1.0,5,97.79084173899996,2060.11328125
degenerate_n34_p100_seed6.json,degenerate,34,1.0,6,0.34648834100000014,663.923828125
degenerate_n34_p100_seed7.json,degenerate,34,1.0,7,66.444194435,1692.3994140625
degenerate_n34_p100_seed8.json,degenerate,34,1.0,8,0.390864384,663.6025390625
degenerate_n34_p100_seed9.json,degenerate,34,1.0,9,0.4298263349999998,735.5361328125
degenerate_n34_p30_seed1.json,degenerate,34,0.3,1,0.06165030499999998,427.787109375
degenerate_n34_p30_seed10.json,degenerate,34,0.3,10,0.10251437599999993,498.412109375
degenerate_n34_p30_seed2.json,degenerate,34,0.3,2,18.193735286,1200.6962890625
degenerate_n34_p30_seed3.json,degenerate,34,0.3,3,0.058090647,388.529296875
degenerate_n34_p30_seed4.json,degenerate,34,0.3,4,48.520333944,1726.724609375
degenerate_n34_p30_seed5.json,degenerate,34,0.3,5,15.645026308000011,1143.4677734375
degenerate_n34_p30_seed6.json,degenerate,34,0.3,6,1.4517417870000007,619.7373046875
degenerate_n34_p30_seed7.json,degenerate,34,0.3,7,0.050316809,381.5625
degenerate_n34_p30_seed8.json,degenerate,34,0.3,8,0.08933312400000003,398.609375
degenerate_n34_p30_seed9.json,degenerate,34,0.3,9,17.620746472000004,1239.9501953125
degenerate_n34_p60_seed1.json,degenerate,34,0.6,1,0.23625285799999998,604.1513671875
degenerate_n34_p60_seed10.json,degenerate,34,0.6,10,0.19342052100000004,542.1640625
degenerate_n34_p60_seed2.json,degenerate,34,0.6,2,0.2750492160000001,615.3603515625
degenerate_n34_p60_seed3.json,degenerate,34,0.6,3,0.25726636300000016,602.1328125
degenerate_n34_p60_seed4.json,degenerate,34,0.6,4,18.268174626000008,1125.50390625
degenerate_n34_p60_seed5.json,degenerate,34,0.6,5,16.50376054099998,1179.2421875
degenerate_n34_p60_seed6.json,degenerate,34,0.6,6,0.17636735199999998,516.65234375
degenerate_n34_p60_seed7.json,degenerate,34,0.6,7,0.1534602950000001,588.1162109375
degenerate_n34_p60_seed8.json,degenerate,34,0.6,8,0.2010979740000001,529.2998046875
degenerate_n34_p60_seed9.json,degenerate,34,0.6,9,0.18132584099999993,572.845703125
degenerate_n37_p100_seed1.json,degenerate,37,1.0,1,46.874885198000015,1568.046875
degenerate_n37_p100_seed10.json,degenerate,37,1.0,10,9.168430769999995,1067.8203125
degenerate_n37_p100_seed2.json,degenerate,37,1.0,2,59.128003598,1806.0439453125
